,time,latitude,longitude
2226,2017-12-14 12:00:50.667,-157891783,-478848300
2227,2017-12-14 12:00:52.961,-157896341,-478888259
2228,2017-12-14 12:01:05.667,-157893200,-478847783
2229,2017-12-14 12:01:21.667,-157893733,-478848017
2230,2017-12-14 12:01:36.667,-157893733,-478848017
2231,2017-12-14 12:01:52.667,-157892983,-478848817
2232,2017-12-14 12:02:30.139,-157895866,-478887076
2233,2017-12-14 12:02:44.667,-157902117,-478838800
2234,2017-12-14 12:02:53.018,-157892833,-478846717
2235,2017-12-14 12:03:13.802,-157893800,-478847267
2236,2017-12-14 12:03:28.802,-157893467,-478845983
2237,2017-12-14 12:03:43.802,-157894100,-478843600
2238,2017-12-14 12:06:25.968,-157880133,-478881050
2239,2017-12-14 12:09:18.370,-157895671,-478847096
2240,2017-12-14 12:15:44.616,-157887487,-478839067
2241,2017-12-14 12:16:54.549,-157887487,-478839067
2242,2017-12-14 19:07:12.848,-157774487,-480024385
2243,2017-12-14 19:09:07.108,-157757129,-480024838
2244,2017-12-14 19:09:24.000,-157739633,-480030300
2245,2017-12-14 19:34:13.000,-158112617,-479931733
2246,2017-12-14 19:34:28.000,-158114350,-479921183
2247,2017-12-14 19:34:44.000,-158117167,-479902167
2248,2017-12-14 19:35:00.000,-158120033,-479883167
2249,2017-12-14 19:35:15.000,-158120667,-479879600
2250,2017-12-14 19:35:31.000,-158121950,-479870333
2251,2017-12-14 19:35:47.000,-158124383,-479849233
2252,2017-12-14 19:36:02.000,-158125850,-479826167
2253,2017-12-14 19:36:17.000,-158124617,-479804083
2254,2017-12-14 19:36:51.000,-158151050,-479794283
2255,2017-12-14 19:37:07.000,-158152417,-479794483
2256,2017-12-14 19:37:23.000,-158152233,-479794433
2257,2017-12-14 19:37:39.000,-158152233,-479794450
2258,2017-12-14 19:37:54.000,-158156267,-479796083
2259,2017-12-14 19:38:10.000,-158167133,-479809017
2260,2017-12-14 19:38:26.000,-158178117,-479823317
2261,2017-12-14 19:38:41.000,-158184183,-479835567
2262,2017-12-14 19:38:56.000,-158185167,-479851467
2263,2017-12-14 19:39:12.000,-158191183,-479868667
2264,2017-12-14 19:39:27.000,-158201550,-479868817
2265,2017-12-14 19:39:43.000,-158189267,-479861850
2266,2017-12-14 19:39:58.000,-158186533,-479857650
2267,2017-12-14 19:40:14.000,-158186900,-479847017
2268,2017-12-14 19:41:23.108,-158203517,-479821692
2269,2017-12-14 19:41:38.000,-158202017,-479820433
2270,2017-12-14 19:41:54.000,-158204717,-479818400
2271,2017-12-14 19:42:10.000,-158221450,-479812183
2272,2017-12-14 19:42:25.000,-158235883,-479811350
2273,2017-12-14 19:42:54.000,-158240167,-479810300
2274,2017-12-14 19:43:10.000,-158249450,-479805000
2275,2017-12-14 19:43:25.000,-158252533,-479804350
2276,2017-12-14 19:43:41.000,-158252533,-479804333
2277,2017-12-14 19:43:56.000,-158257467,-479809250
2278,2017-12-14 19:44:12.000,-158258833,-479810783
2279,2017-12-14 19:44:28.000,-158259933,-479809350
2280,2017-12-14 19:44:44.000,-158253883,-479795417
2281,2017-12-14 19:44:59.000,-158250267,-479789567
2282,2017-12-14 19:45:15.000,-158246617,-479775300
2283,2017-12-14 19:45:30.000,-158246700,-479773400
2284,2017-12-14 19:45:45.000,-158244567,-479774683
2285,2017-12-14 19:46:01.000,-158244400,-479775167
2286,2017-12-14 19:46:16.000,-158244567,-479777450
2287,2017-12-14 19:46:32.000,-158247500,-479787367
2288,2017-12-14 19:46:48.000,-158252000,-479797267
2289,2017-12-14 19:47:04.000,-158259100,-479812883
2290,2017-12-14 19:47:20.000,-158263900,-479823617
2291,2017-12-14 19:47:36.000,-158264217,-479824317
2292,2017-12-14 19:47:52.000,-158264317,-479824700
2293,2017-12-14 19:48:08.000,-158273950,-479822917
2294,2017-12-14 19:48:23.000,-158283933,-479819500
2295,2017-12-14 19:48:39.000,-158289200,-479817683
2296,2017-12-14 19:48:55.000,-158301467,-479813433
2297,2017-12-14 19:49:11.000,-158306367,-479814667
2298,2017-12-14 19:49:26.000,-158312000,-479816917
2299,2017-12-14 19:49:41.000,-158322317,-479813317
2300,2017-12-14 19:49:57.000,-158328067,-479803800
2301,2017-12-14 19:50:12.000,-158343967,-479798333
2302,2017-12-14 19:50:27.000,-158351633,-479796267
2303,2017-12-14 19:52:35.718,-158405849,-479756434
2304,2017-12-14 19:54:22.580,-158352833,-479795850
2305,2017-12-14 19:56:36.086,-158352833,-479795850
2306,2017-12-14 20:00:16.383,-158398329,-479758957
2307,2017-12-14 20:00:33.000,-158388717,-479758467
2308,2017-12-14 20:00:48.000,-158388383,-479757967
2309,2017-12-14 20:01:04.000,-158388567,-479757933
2310,2017-12-14 20:01:19.000,-158388583,-479757533
2311,2017-12-14 20:01:34.000,-158388583,-479757533
2312,2017-12-14 20:01:54.000,-158388767,-479757217
2313,2017-12-14 20:02:09.000,-158388567,-479757117
2314,2017-12-14 20:02:25.000,-158388667,-479757150
2315,2017-12-14 20:02:40.000,-158388533,-479757100
2316,2017-12-14 20:02:56.000,-158388533,-479757100
2317,2017-12-18 21:31:35.438,-157833606,-480014453
2318,2017-12-18 21:31:43.000,-157814950,-480012867
2319,2017-12-18 21:31:58.000,-157814833,-480013700
2320,2017-12-18 21:32:14.000,-157815250,-480013067
2321,2017-12-18 21:32:30.000,-157815233,-480013017
2322,2017-12-18 21:32:45.000,-157815217,-480013000
2323,2017-12-18 21:33:02.000,-157814800,-480013133
2324,2017-12-18 21:35:09.414,-157816619,-480012090
2325,2017-12-18 21:37:00.686,-157814306,-480012489
2326,2017-12-18 21:38:32.924,-157814306,-480012489
2327,2017-12-18 21:42:11.741,-157814306,-480012489
2328,2017-12-18 21:42:52.391,-157814306,-480012489
2329,2017-12-18 21:44:53.630,-157814306,-480012489
2330,2017-12-18 21:49:10.672,-157941182,-480123155
2331,2017-12-18 21:51:20.773,-157814306,-480012489
2332,2017-12-18 21:53:21.280,-157886793,-480101444
2333,2017-12-18 21:54:50.699,-157814248,-480012423
2334,2017-12-18 21:59:22.698,-157814306,-480012489
2335,2017-12-18 22:01:26.454,-157814306,-480012489
2336,2017-12-18 22:03:51.942,-157814306,-480012489
2337,2017-12-18 22:05:53.189,-157814306,-480012489
2338,2017-12-18 22:07:53.212,-157814306,-480012489
2339,2017-12-18 22:09:53.228,-157814306,-480012489
2340,2017-12-18 22:12:23.450,-157814306,-480012489
2341,2017-12-18 22:16:39.489,-157901259,-480172864
2342,2017-12-18 22:18:39.513,-157901259,-480172864
2343,2017-12-18 22:54:41.285,-158237248,-480315357
2344,2017-12-18 23:04:21.539,-157816619,-480012090
2345,2017-12-18 23:06:27.712,-157814312,-480012421
2346,2017-12-18 23:08:35.964,-157816619,-480012090
2347,2017-12-18 23:09:58.988,-157816619,-480012090
2348,2017-12-18 23:16:00.179,-157816619,-480012090
2349,2017-12-18 23:20:08.114,-157814306,-480012489
2350,2017-12-18 23:22:13.747,-157814306,-480012489
2351,2017-12-18 23:22:13.748,-157816619,-480012090
2352,2017-12-18 23:24:55.589,-157814306,-480012489
2353,2017-12-18 23:27:31.461,-157814310,-480012400
2354,2017-12-18 23:29:02.231,-157814310,-480012399
2355,2017-12-18 23:29:22.143,-157814306,-480012489
2356,2017-12-18 23:29:38.806,-157814330,-480012410
2357,2017-12-18 23:31:39.993,-157814306,-480012489
2358,2017-12-18 23:33:40.355,-157814306,-480012489
2359,2017-12-18 23:35:50.355,-157814306,-480012489
2360,2017-12-18 23:37:52.576,-157814306,-480012489
2361,2017-12-18 23:40:01.402,-157814284,-480012387
2362,2017-12-18 23:42:01.622,-157901259,-480172864
2363,2017-12-18 23:44:02.982,-157814306,-480012489
2364,2017-12-18 23:46:03.967,-157814306,-480012489
2365,2017-12-18 23:48:04.118,-157816619,-480012090
2366,2017-12-18 23:50:04.021,-157901259,-480172864
2367,2017-12-18 23:52:10.758,-157814306,-480012489
2368,2017-12-18 23:54:10.282,-157814306,-480012489
2369,2017-12-18 23:56:10.264,-157814306,-480012489
2370,2017-12-18 23:58:10.267,-157814306,-480012489
2371,2017-12-19 00:00:10.278,-157814306,-480012489
2372,2017-12-19 00:04:11.506,-157812959,-480010856
2373,2017-12-19 00:07:41.271,-157812959,-480010856
2374,2017-12-19 00:11:34.346,-157812959,-480010856
2375,2017-12-19 00:15:04.672,-157814257,-480012409
2376,2017-12-19 00:17:04.236,-157814257,-480012409
2377,2017-12-19 00:18:58.210,-157814331,-480012409
2378,2017-12-19 00:18:58.211,-157814307,-480012392
2379,2017-12-19 00:21:06.458,-157814306,-480012489
2380,2017-12-19 00:23:09.174,-157814306,-480012489
2381,2017-12-19 00:27:11.919,-157981344,-480089244
2382,2017-12-19 00:29:13.060,-158151444,-480078281
2383,2017-12-19 00:31:14.114,-158424745,-480063929
2384,2017-12-19 00:35:16.305,-157814306,-480012489
2385,2017-12-19 00:37:26.432,-157814306,-480012489
2386,2017-12-19 00:38:00.506,-157814306,-480012489
2387,2017-12-21 13:56:54.000,-157799300,-479996483
2388,2017-12-21 14:00:58.000,-157813433,-480011433
2389,2017-12-21 16:33:05.683,-157776901,-479376025
2390,2017-12-29 15:08:46.000,-157812367,-479972567
2391,2017-12-29 15:09:02.000,-157792883,-479986817
2392,2017-12-29 15:49:46.000,-158060033,-480701433
2393,2017-12-29 15:50:02.000,-158058883,-480701583
2394,2017-12-29 15:50:18.000,-158057683,-480701550
2395,2017-12-29 15:50:34.000,-158057317,-480702100
2396,2017-12-29 15:50:49.000,-158057333,-480702633
2397,2017-12-29 15:51:05.000,-158057333,-480702633
2398,2017-12-29 15:51:20.000,-158057517,-480702567
2399,2017-12-29 15:51:36.000,-158057517,-480702567
2400,2017-12-29 15:51:52.000,-158049117,-480704750
2401,2017-12-29 15:52:07.000,-158038650,-480709733
2402,2017-12-29 15:52:23.000,-158042467,-480721417
2403,2017-12-29 15:52:39.000,-158043100,-480723283
2404,2017-12-29 15:52:55.000,-158047483,-480736550
2405,2017-12-29 15:53:10.000,-158050133,-480744133
2406,2017-12-29 15:53:26.000,-158051733,-480748933
2407,2017-12-29 15:53:41.000,-158055167,-480759800
2408,2017-12-29 15:53:56.000,-158057250,-480767050
2409,2017-12-29 15:54:12.000,-158058850,-480771850
2410,2017-12-29 15:54:27.000,-158063917,-480786617
2411,2017-12-29 15:55:10.000,-158067100,-480797750
2412,2017-12-29 15:55:59.000,-158070650,-480809117
2413,2017-12-29 15:56:15.000,-158073550,-480818283
2414,2017-12-29 15:57:46.000,-158092467,-480874733
2415,2017-12-29 15:58:01.000,-158097767,-480892517
2416,2017-12-29 15:58:20.000,-158099150,-480896250
2417,2017-12-29 15:58:36.000,-158099150,-480896433
2418,2017-12-29 15:58:51.000,-158098967,-480894950
2419,2017-12-29 16:00:08.000,-158115350,-480935400
2420,2017-12-29 16:00:23.000,-158117883,-480940633
2421,2017-12-29 16:00:38.000,-158123967,-480953400
2422,2017-12-29 16:00:54.000,-158133167,-480971550
2423,2017-12-29 16:01:25.000,-158135483,-480976167
2424,2017-12-29 16:01:40.000,-158135483,-480976167
2425,2017-12-29 16:02:09.000,-158136067,-480977383
2426,2017-12-29 16:02:25.000,-158141167,-480986833
2427,2017-12-29 16:02:47.000,-158153550,-481011133
2428,2017-12-29 16:03:02.000,-158163400,-481029133
2429,2017-12-29 16:03:17.000,-158164750,-481032433
2430,2017-12-29 16:03:32.000,-158164733,-481032300
2431,2017-12-29 16:03:47.000,-158164733,-481032300
2432,2017-12-29 16:04:03.000,-158164733,-481032300
2433,2017-12-29 16:04:19.000,-158164950,-481032717
2434,2017-12-29 16:04:34.000,-158168750,-481039783
2435,2017-12-29 16:04:49.000,-158168883,-481040000
2436,2017-12-29 16:05:05.000,-158168767,-481039800
2437,2017-12-29 16:05:20.000,-158168767,-481039783
2438,2017-12-29 16:05:35.000,-158170017,-481042050
2439,2017-12-29 16:05:51.000,-158176883,-481055217
2440,2017-12-29 16:06:07.000,-158186617,-481073233
2441,2017-12-29 16:06:23.000,-158195017,-481089317
2442,2017-12-29 16:06:38.000,-158203167,-481105483
2443,2017-12-29 16:06:58.000,-158205083,-481110467
2444,2017-12-29 16:07:14.000,-158213033,-481123200
2445,2017-12-29 16:07:29.000,-158220767,-481138600
2446,2017-12-29 16:07:45.000,-158231250,-481158283
2447,2017-12-29 16:08:01.000,-158239817,-481175417
2448,2017-12-29 16:08:17.000,-158242983,-481180450
2449,2017-12-29 16:08:33.000,-158245600,-481185317
2450,2017-12-29 16:08:48.000,-158250967,-481196550
2451,2017-12-29 16:09:03.000,-158251267,-481203983
2452,2017-12-29 16:09:18.000,-158242850,-481212283
2453,2017-12-29 16:09:34.000,-158233450,-481219050
2454,2017-12-29 16:09:54.000,-158220300,-481225750
2455,2017-12-29 16:10:10.000,-158217783,-481227233
2456,2017-12-29 16:10:26.000,-158220317,-481233950
2457,2017-12-29 16:10:42.000,-158224500,-481245617
2458,2017-12-29 16:10:58.000,-158226800,-481252417
2459,2017-12-29 16:11:14.000,-158231033,-481263517
2460,2017-12-29 16:11:30.000,-158232467,-481267267
2461,2017-12-29 16:11:45.000,-158225033,-481271433
2462,2017-12-29 16:12:01.000,-158215533,-481275500
2463,2017-12-29 16:12:17.000,-158198733,-481281933
2464,2017-12-29 16:12:33.000,-158188150,-481285667
2465,2017-12-29 16:12:49.000,-158184483,-481286650
2466,2017-12-29 16:13:04.000,-158177483,-481289683
2467,2017-12-29 16:13:20.000,-158160600,-481296117
2468,2017-12-29 16:13:35.000,-158152400,-481299350
2469,2017-12-29 16:13:51.000,-158137133,-481305100
2470,2017-12-29 16:14:06.000,-158132567,-481306600
2471,2017-12-29 16:14:22.000,-158123267,-481310383
2472,2017-12-29 16:14:37.000,-158109617,-481315733
2473,2017-12-29 16:14:52.000,-158098233,-481320283
2474,2017-12-29 16:15:08.000,-158084500,-481325350
2475,2017-12-29 16:15:23.000,-158079550,-481326983
2476,2017-12-29 16:15:38.000,-158069883,-481331150
2477,2017-12-29 16:15:54.000,-158055200,-481336817
2478,2017-12-29 16:16:55.088,-158050607,-481360103
2479,2017-12-29 16:18:51.944,-158050372,-481343262
2480,2017-12-31 23:30:06.530,-157814738,-480013203
2481,2017-12-31 23:30:17.000,-157814617,-480013950
2482,2017-12-31 23:30:33.000,-157814167,-480013883
2483,2017-12-31 23:30:48.000,-157814283,-480013567
2484,2017-12-31 23:31:28.705,-157814738,-480013203
2485,2017-12-31 23:33:28.855,-157814738,-480013203
2486,2017-12-31 23:35:31.820,-157889675,-480048987
2487,2017-12-31 23:37:34.317,-157814738,-480013203
2488,2017-12-31 23:38:27.553,-157814738,-480013203
2489,2017-12-31 23:39:34.806,-157898324,-480172864
2490,2018-01-09 14:35:29.275,-157888998,-480076304
2491,2018-01-09 14:35:41.000,-157818567,-480010317
2492,2018-01-09 14:35:56.000,-157814633,-480012450
2493,2018-01-09 14:36:12.000,-157815967,-480012450
2494,2018-01-09 14:36:28.000,-157814800,-480013317
2495,2018-01-09 14:36:44.000,-157813967,-480013867
2496,2018-01-09 14:41:11.736,-157814829,-480011497
2497,2018-01-09 14:43:24.915,-157813967,-480013867
2498,2018-01-09 14:45:28.678,-157886913,-480102204
2499,2018-01-09 14:47:28.680,-157835027,-480015100
2500,2018-01-09 14:49:30.911,-158123460,-477874846
2501,2018-01-09 14:52:00.875,-158177923,-480105474
2502,2018-01-09 14:55:21.278,-158123460,-477874846
2503,2018-01-09 14:57:58.890,-157814738,-480013203
2504,2018-01-09 15:31:05.293,-157826872,-479951910
2505,2018-01-09 15:37:11.875,-157826793,-479951769
2506,2018-01-09 15:37:32.421,-157826793,-479951769
2507,2018-01-09 15:39:37.634,-157861027,-479988486
2508,2018-01-09 15:45:19.087,-157864553,-479983351
2509,2018-01-13 21:29:42.305,-157932635,-481271221
2510,2018-01-13 21:30:24.000,-157959050,-481243067
2511,2018-01-13 21:31:38.447,-157952000,-481261233
2512,2018-01-13 21:33:38.503,-157928437,-481260741
2513,2018-01-13 21:33:52.000,-157928700,-481260150
2514,2018-01-13 21:36:01.511,-157920494,-481236990
2515,2018-01-13 21:38:02.547,-157920901,-481237849
2516,2018-01-13 21:42:04.469,-157920457,-481237437
2517,2018-01-13 21:46:04.572,-157921072,-481237948
2518,2018-01-13 21:48:04.544,-157917454,-481234216
2519,2018-01-13 21:50:04.890,-157920945,-481237115
2520,2018-01-13 21:52:05.884,-157920400,-481237107
2521,2018-01-13 21:56:41.434,-157916335,-481273521
2522,2018-01-13 21:58:29.337,-157920693,-481237143
2523,2018-01-13 22:00:29.477,-157917890,-481230072
2524,2018-01-13 22:07:30.536,-157920733,-481237729
2525,2018-01-13 22:11:50.479,-157920462,-481236949
2526,2018-01-13 22:12:48.903,-157917890,-481230072
2527,2018-01-13 22:13:25.904,-157920499,-481236645
2528,2018-01-13 22:14:49.046,-157917890,-481230072
2529,2018-01-13 22:16:49.514,-157920524,-481237055
2530,2018-01-13 22:18:49.088,-157906864,-481233176
2531,2018-01-13 22:20:49.186,-157920767,-481236345
2532,2018-01-13 22:22:49.540,-157895084,-481245589
2533,2018-01-13 22:24:49.558,-157920400,-481237107
2534,2018-01-13 22:26:50.449,-157917890,-481230072
2535,2018-01-13 22:28:06.706,-157919228,-481236393
2536,2018-01-13 22:28:29.343,-157916947,-481235146
2537,2018-01-13 22:30:19.883,-157914263,-481272580
2538,2018-01-13 22:31:45.832,-157914431,-481272925
2539,2018-01-13 22:32:29.592,-157892792,-481281813
2540,2018-01-13 22:35:30.488,-157890605,-481282857
2541,2018-01-13 22:38:42.708,-157890637,-481282993
2542,2018-01-13 22:39:32.456,-157891783,-481282498
2543,2018-01-13 22:41:32.827,-157891690,-481282526
2544,2018-01-13 22:43:44.389,-157871286,-481285055
2545,2018-01-13 22:51:42.704,-157866648,-481372479
2546,2018-01-13 22:54:42.629,-157905675,-481453560
2547,2018-01-13 22:56:43.443,-157905675,-481453560
2548,2018-01-13 23:00:43.506,-157757296,-481736156
2549,2018-01-13 23:02:43.512,-157766782,-481764113
2550,2018-01-13 23:04:44.344,-157444001,-481707412
2551,2018-01-13 23:06:44.447,-157445785,-481698882
2552,2018-01-13 23:08:45.466,-157454532,-481723731
2553,2018-01-13 23:28:50.610,-156653263,-481898095
2554,2018-01-13 23:32:51.463,-156653263,-481898095
2555,2018-01-13 23:34:51.487,-156755373,-481920628
2556,2018-01-13 23:36:51.471,-156755373,-481920628
2557,2018-01-13 23:38:52.648,-156755373,-481920628
2558,2018-01-13 23:40:52.659,-156755373,-481920628
2559,2018-01-13 23:42:52.657,-156835835,-481956745
2560,2018-01-13 23:46:54.231,-156952343,-481940371
2561,2018-01-13 23:48:54.528,-156952343,-481940371
2562,2018-01-13 23:50:12.880,-156944801,-481907987
2563,2018-01-13 23:50:55.443,-156944801,-481907987
2564,2018-01-13 23:54:56.472,-156944801,-481907987
2565,2018-01-13 23:56:56.497,-156816710,-481962960
2566,2018-01-13 23:58:57.288,-156952343,-481940371
2567,2018-01-14 00:00:56.567,-156838050,-481953638
2568,2018-01-14 00:02:58.286,-156952343,-481940371
2569,2018-01-14 00:04:57.906,-156952343,-481940371
2570,2018-01-14 00:08:59.337,-156952343,-481940371
2571,2018-01-14 12:44:29.961,-156835112,-481953638
2572,2018-01-14 12:50:22.515,-156838050,-481953638
2573,2018-01-14 12:51:49.390,-156835112,-481953638
2574,2018-01-14 12:54:01.497,-156816710,-481962960
2575,2018-01-14 12:56:10.045,-156838050,-481953638
2576,2018-01-14 12:58:10.070,-156819649,-481962960
2577,2018-01-14 13:00:21.569,-156835112,-481953638
2578,2018-01-14 13:02:22.665,-156816710,-481962960
2579,2018-01-14 13:04:53.676,-156835112,-481953638
2580,2018-01-14 13:07:25.705,-156835112,-481953638
2581,2018-01-14 13:10:22.877,-156835112,-481953638
2582,2018-01-14 13:16:24.107,-156846189,-481938100
2583,2018-01-14 13:22:24.924,-156835112,-481953638
2584,2018-01-14 13:28:26.706,-158033600,-480689586
2585,2018-01-14 13:34:55.401,-158033600,-480689586
2586,2018-01-14 13:40:55.910,-158033600,-480689586
2587,2018-01-14 13:46:57.546,-158033600,-480689586
2588,2018-01-14 13:52:58.161,-158033600,-480689586
2589,2018-01-14 13:59:26.890,-158033600,-480689586
2590,2018-01-14 14:05:28.077,-158033600,-480689586
2591,2018-01-14 14:11:29.846,-158414636,-480440189
2592,2018-01-14 14:19:02.771,-156835112,-481953638
2593,2018-01-14 14:20:04.196,-156835112,-481953638
2594,2018-01-14 14:26:05.224,-156835112,-481953638
2595,2018-01-14 14:32:06.280,-156835112,-481953638
2596,2018-01-14 14:35:15.951,-156840063,-481936447
2597,2018-01-14 14:37:01.150,-156952343,-481940371
2598,2018-01-14 14:39:16.055,-156952343,-481940371
2599,2018-01-14 14:41:16.075,-156952343,-481940371
2600,2018-01-14 14:43:16.087,-156952343,-481940371
2601,2018-01-14 14:45:26.962,-156952343,-481940371
2602,2018-01-14 14:47:27.800,-156952343,-481940371
2603,2018-01-14 14:49:28.237,-156952343,-481940371
2604,2018-01-14 14:51:12.149,-156952343,-481940371
2605,2018-01-14 14:51:29.061,-156952343,-481940371
2606,2018-01-14 14:53:28.391,-156952343,-481940371
2607,2018-01-14 14:55:30.075,-156952343,-481940371
2608,2018-01-14 14:57:30.074,-156952343,-481940371
2609,2018-01-14 15:01:32.846,-156952343,-481940371
2610,2018-01-14 15:04:02.567,-156952343,-481940371
2611,2018-01-14 15:06:02.040,-156952343,-481940371
2612,2018-01-14 15:07:35.405,-156952343,-481940371
2613,2018-01-14 15:10:09.106,-156952343,-481940371
2614,2018-01-14 15:12:09.678,-156952343,-481940371
2615,2018-01-14 15:14:09.856,-156952343,-481940371
2616,2018-01-14 15:16:09.687,-156952343,-481940371
2617,2018-01-14 15:18:10.777,-156952343,-481940371
2618,2018-01-14 15:20:10.062,-156952343,-481940371
2619,2018-01-14 15:23:13.018,-156831358,-481975391
2620,2018-01-14 15:25:13.036,-156952343,-481940371
2621,2018-01-14 15:27:13.040,-156831358,-481975391
2622,2018-01-14 15:29:13.085,-158414636,-480440189
2623,2018-01-14 15:31:14.068,-158414636,-480440189
2624,2018-01-14 15:33:14.129,-158414636,-480440189
2625,2018-01-14 15:35:16.097,-158414636,-480440189
2626,2018-01-14 15:37:17.061,-158414636,-480440189
2627,2018-01-14 15:39:18.104,-158414636,-480440189
2628,2018-01-14 15:40:25.253,-158414636,-480440189
2629,2018-01-14 15:43:24.170,-158414636,-480440189
2630,2018-01-14 15:43:53.520,-158414636,-480440189
2631,2018-01-14 15:44:52.731,-158414636,-480440189
2632,2018-01-14 15:45:53.461,-158414636,-480440189
2633,2018-01-14 15:46:53.952,-158414636,-480440189
2634,2018-01-14 15:47:53.965,-158414636,-480440189
2635,2018-01-14 15:48:54.749,-158414636,-480440189
2636,2018-01-14 15:49:54.720,-158414636,-480440189
2637,2018-01-14 15:50:56.088,-156838050,-481953638
2638,2018-01-14 15:51:56.123,-158414636,-480440189
2639,2018-01-14 15:53:57.039,-158414636,-480440189
2640,2018-01-14 15:55:56.482,-158414636,-480440189
2641,2018-01-14 15:57:00.072,-156814541,-481953638
2642,2018-01-14 15:58:10.040,-156831358,-481975391
2643,2018-01-14 15:59:38.779,-158414636,-480440189
2644,2018-01-14 16:01:02.349,-156826387,-481928778
2645,2018-01-14 16:03:03.042,-156834388,-481950530
2646,2018-01-14 16:05:04.073,-156852292,-481875956
2647,2018-01-14 16:07:04.218,-158414636,-480440189
2648,2018-01-14 16:09:06.083,-156834388,-481950530
2649,2018-01-14 16:11:06.263,-156860204,-481922564
2650,2018-01-14 16:19:36.061,-156860204,-481922564
2651,2018-01-14 16:28:11.200,-158414636,-480440189
2652,2018-01-14 16:41:43.069,-156838050,-481953638
2653,2018-01-14 16:42:13.419,-158414636,-480440189
2654,2018-01-14 16:44:23.318,-156952343,-481940371
2655,2018-01-14 16:46:23.755,-156952343,-481940371
2656,2018-01-14 16:48:23.835,-158414636,-480440189
2657,2018-01-14 16:50:25.519,-158414636,-480440189
2658,2018-01-14 16:51:42.339,-158414636,-480440189
2659,2018-01-14 16:52:42.401,-158414636,-480440189
2660,2018-01-14 16:53:44.146,-158414636,-480440189
2661,2018-01-14 16:54:43.494,-158414636,-480440189
2662,2018-01-14 16:55:44.531,-158414636,-480440189
2663,2018-01-14 16:56:44.039,-156838050,-481953638
2664,2018-01-14 16:57:44.073,-158414636,-480440189
2665,2018-01-14 16:59:44.071,-156838050,-481953638
2666,2018-01-14 17:01:45.212,-158414636,-480440189
2667,2018-01-14 17:04:58.938,-158414636,-480440189
2668,2018-01-14 17:06:05.581,-158414636,-480440189
2669,2018-01-14 17:07:05.064,-158414636,-480440189
2670,2018-01-14 17:08:06.855,-158414636,-480440189
2671,2018-01-14 17:09:06.907,-158414636,-480440189
2672,2018-01-14 17:10:06.102,-158414636,-480440189
2673,2018-01-14 17:11:07.108,-156838050,-481953638
2674,2018-01-14 17:12:18.076,-158414636,-480440189
2675,2018-01-14 17:14:50.106,-158414636,-480440189
2676,2018-01-14 17:21:35.958,-158414636,-480440189
2677,2018-01-14 17:28:43.995,-158414636,-480440189
2678,2018-01-14 17:30:19.391,-158414636,-480440189
2679,2018-01-14 17:32:48.081,-156838050,-481953638
2680,2018-01-14 17:33:49.572,-156838050,-481953638
2681,2018-01-14 17:35:49.593,-158414636,-480440189
2682,2018-01-14 17:37:51.473,-158414636,-480440189
2683,2018-01-14 17:43:52.853,-158414636,-480440189
2684,2018-01-14 17:47:53.914,-158414636,-480440189
2685,2018-01-14 17:51:54.182,-158414636,-480440189
2686,2018-01-14 17:55:54.296,-158414636,-480440189
2687,2018-01-14 17:59:54.186,-158414636,-480440189
2688,2018-01-14 18:01:54.366,-158033600,-480689586
2689,2018-01-14 18:03:55.316,-158033600,-480689586
2690,2018-01-14 18:06:09.081,-158033600,-480689586
2691,2018-01-14 18:08:19.978,-158033600,-480689586
2692,2018-01-14 18:10:29.419,-158033600,-480689586
2693,2018-01-14 18:12:41.236,-158033600,-480689586
2694,2018-01-14 18:14:41.232,-158033600,-480689586
2695,2018-01-14 18:16:42.235,-158033600,-480689586
2696,2018-01-14 18:18:43.846,-158033600,-480689586
2697,2018-01-14 18:22:42.901,-158033600,-480689586
2698,2018-01-14 18:24:43.211,-158033600,-480689586
2699,2018-01-14 18:26:44.856,-158033600,-480689586
2700,2018-01-14 18:30:47.239,-158033600,-480689586
2701,2018-01-14 18:32:47.654,-158033600,-480689586
2702,2018-01-14 18:54:38.573,-158033600,-480689586
2703,2018-01-14 19:00:37.328,-158033600,-480689586
2704,2018-01-14 19:10:48.462,-156838050,-481953638
2705,2018-01-20 11:51:02.997,-157882452,-480128723
2706,2018-01-20 11:52:05.327,-157853413,-480002782
2707,2018-01-21 22:36:23.141,-274246016,-484465006
2708,2018-01-21 22:37:06.142,-274311056,-484498781
2709,2018-01-22 13:54:20.421,-274303276,-484498534
2710,2018-01-22 13:56:21.250,-274311234,-484498720
2711,2018-01-22 13:56:21.251,-274311234,-484498720
2712,2018-01-22 14:12:44.607,-274311132,-484513317
2713,2018-01-22 14:13:50.091,-274298109,-484503655
2714,2018-01-22 14:15:38.735,-274311347,-484498823
2715,2018-01-22 14:16:03.768,-274311232,-484498776
2716,2018-01-22 14:16:48.548,-274311253,-484498792
2717,2018-01-22 14:26:23.787,-274331362,-484532488
2718,2018-01-22 14:48:29.670,-274311255,-484498792
2719,2018-01-22 14:52:45.196,-274311284,-484498789
2720,2018-01-22 14:55:08.831,-274311234,-484498720
2721,2018-01-22 14:56:14.160,-274311402,-484498828
2722,2018-01-22 14:59:10.181,-274311402,-484498828
2723,2018-01-22 20:35:41.667,-274257002,-484464056
2724,2018-01-22 20:36:00.000,-274311750,-484498883
